STT,Data type,api,class,function,times,desciption,Sub-Data type
1324,Connection,android.net,android.net.TrafficStats,untagDatagramSocket(DatagramSocket socket),23785,Remove any statistics parameters from the given DatagramSocket.,Socket
1325,Connection,android.net,android.net.TrafficStats,untagFileDescriptor(FileDescriptor fd),23785,Remove any statistics parameters from the given FileDescriptor socket.,Socket
1326,Connection,android.net,android.net.TrafficStats,untagSocket(Socket socket),23785,Remove any statistics parameters from the given Socket.,Socket
1327,Connection,android.net,android.net.TrafficStats,UNSUPPORTED,23785,The return value to indicate that the device does not support the statistic.,Socket
1328,Connection,android.net,android.net.Uri,buildUpon(),23785,"Constructs a new builder, copying the attributes from this Uri.",URI
1329,Connection,android.net,android.net.Uri,compareTo(Uri other),23785,Compares the string representation of this Uri with that of another.,URI
1330,Connection,android.net,android.net.Uri,decode(String s),23785,Decodes '%'-escaped octets in the given string using the UTF-8 scheme.,URI
1331,Connection,android.net,android.net.Uri,"encode(String s, String allow)",23785,Encodes characters in the given string as '%'-escaped octets using the UTF-8 scheme.,URI
1332,Connection,android.net,android.net.Uri,encode(String s),23785,Encodes characters in the given string as '%'-escaped octets using the UTF-8 scheme.,URI
1333,Connection,android.net,android.net.Uri,equals(Object o),23785,Compares this Uri to another object for equality.,URI
1334,Connection,android.net,android.net.Uri,fromFile(File file),23785,Creates a Uri from a file.,URI
1335,Connection,android.net,android.net.Uri,"fromParts(String scheme, String ssp, String fragment)",23785,Creates an opaque Uri from the given components.,URI
1336,Connection,android.net,android.net.Uri,getAuthority(),23785,Gets the decoded authority part of this URI.,URI
1337,Connection,android.net,android.net.Uri,"getBooleanQueryParameter(String key, boolean defaultValue)",23785,Searches the query string for the first value with the given key and interprets it as a boolean value.,URI
1338,Connection,android.net,android.net.Uri,getEncodedAuthority(),23785,Gets the encoded authority part of this URI.,URI
1339,Connection,android.net,android.net.Uri,getEncodedFragment(),23785,"Gets the encoded fragment part of this URI, everything after the '#'.",URI
1340,Connection,android.net,android.net.Uri,getEncodedPath(),23785,Gets the encoded path.,URI
1341,Connection,android.net,android.net.Uri,getEncodedQuery(),23785,Gets the encoded query component from this URI.,URI
1342,Connection,android.net,android.net.Uri,getEncodedSchemeSpecificPart(),23785,"Gets the scheme-specific part of this URI, i.e. everything between the scheme separator ':' and the fragment separator '#'.",URI
1343,Connection,android.net,android.net.Uri,getEncodedUserInfo(),23785,Gets the encoded user information from the authority.,URI
1344,Connection,android.net,android.net.Uri,getFragment(),23785,"Gets the decoded fragment part of this URI, everything after the '#'.",URI
1345,Connection,android.net,android.net.Uri,getHost(),23785,Gets the encoded host from the authority for this URI.,URI
1346,Connection,android.net,android.net.Uri,getLastPathSegment(),23785,Gets the decoded last segment in the path.,URI
1347,Connection,android.net,android.net.Uri,getPath(),23785,Gets the decoded path.,URI
1348,Connection,android.net,android.net.Uri,getPathSegments(),23785,Gets the decoded path segments.,URI
1349,Connection,android.net,android.net.Uri,getPort(),23785,Gets the port from the authority for this URI.,URI
1350,Connection,android.net,android.net.Uri,getQuery(),23785,Gets the decoded query component from this URI.,URI
1351,Connection,android.net,android.net.Uri,getQueryParameter(String key),23785,Searches the query string for the first value with the given key.,URI
1352,Connection,android.net,android.net.Uri,getQueryParameterNames(),23785,Returns a set of the unique names of all query parameters.,URI
1353,Connection,android.net,android.net.Uri,getQueryParameters(String key),23785,Searches the query string for parameter values with the given key.,URI
1354,Connection,android.net,android.net.Uri,getScheme(),23785,Gets the scheme of this URI.,URI
1355,Connection,android.net,android.net.Uri,getSchemeSpecificPart(),23785,"Gets the scheme-specific part of this URI, i.e. everything between the scheme separator ':' and the fragment separator '#'.",URI
1356,Connection,android.net,android.net.Uri,getUserInfo(),23785,Gets the decoded user information from the authority.,URI
1357,Connection,android.net,android.net.Uri,hashCode(),23785,Hashes the encoded string represention of this Uri consistently with equals(java.lang.Object).,URI
1358,Connection,android.net,android.net.Uri,isAbsolute(),23785,"Returns true if this URI is absolute, i.e. if it contains an explicit scheme.",URI
1359,Connection,android.net,android.net.Uri,isHierarchical(),23785,"Returns true if this URI is hierarchical like ""http://google.com"".",URI
1360,Connection,android.net,android.net.Uri,isOpaque(),23785,"Returns true if this URI is opaque like ""mailto:nobody@google.com"".",URI
1361,Connection,android.net,android.net.Uri,isRelative(),23785,"Returns true if this URI is relative, i.e. if it doesn't contain an explicit scheme.",URI
1362,Connection,android.net,android.net.Uri,normalizeScheme(),23785,Return an equivalent URI with a lowercase scheme component.,URI
1363,Connection,android.net,android.net.Uri,parse(String uriString),23785,Creates a Uri which parses the given encoded URI string.,URI
1364,Connection,android.net,android.net.Uri,toString(),23785,Returns the encoded string representation of this URI.,URI
1365,Connection,android.net,android.net.Uri,"withAppendedPath(Uri baseUri, String pathSegment)",23785,Creates a new Uri by appending an already-encoded path segment to a base Uri.,URI
1366,Connection,android.net,android.net.Uri,"writeToParcel(Parcel out, Uri uri)",23785,Writes a Uri to a Parcel.,URI
1367,Connection,android.net,android.net.Uri.Builder,appendEncodedPath(String newSegment),23785,Appends the given segment to the path.,URI
1368,Connection,android.net,android.net.Uri.Builder,appendPath(String newSegment),23785,Encodes the given segment and appends it to the path.,URI
1369,Connection,android.net,android.net.Uri.Builder,"appendQueryParameter(String key, String value)",23785,Encodes the key and value and then appends the parameter to the query string.,URI
1370,Connection,android.net,android.net.Uri.Builder,authority(String authority),23785,Encodes and sets the authority.,URI
1371,Connection,android.net,android.net.Uri.Builder,build(),23785,Constructs a Uri with the current attributes.,URI
1372,Connection,android.net,android.net.Uri.Builder,clearQuery(),23785,Clears the the previously set query.,URI
1373,Connection,android.net,android.net.Uri.Builder,encodedAuthority(String authority),23785,Sets the previously encoded authority.,URI
1374,Connection,android.net,android.net.Uri.Builder,encodedFragment(String fragment),23785,Sets the previously encoded fragment.,URI
1375,Connection,android.net,android.net.Uri.Builder,encodedOpaquePart(String opaquePart),23785,Sets the previously encoded opaque scheme-specific-part.,URI
1376,Connection,android.net,android.net.Uri.Builder,encodedPath(String path),23785,Sets the previously encoded path.,URI
1377,Connection,android.net,android.net.Uri.Builder,encodedQuery(String query),23785,Sets the previously encoded query.,URI
1378,Connection,android.net,android.net.Uri.Builder,fragment(String fragment),23785,Encodes and sets the fragment.,URI
1379,Connection,android.net,android.net.Uri.Builder,opaquePart(String opaquePart),23785,Encodes and sets the given opaque scheme-specific-part.,URI
1380,Connection,android.net,android.net.Uri.Builder,path(String path),23785,Sets the path.,URI
1381,Connection,android.net,android.net.Uri.Builder,query(String query),23785,Encodes and sets the query.,URI
1382,Connection,android.net,android.net.Uri.Builder,scheme(String scheme),23785,Sets the scheme.,URI
1383,Connection,android.net,android.net.UrlQuerySanitizer,getAllButNulAndAngleBracketsLegal(),23785,Return a value sanitizer that allows any special characters except angle brackets ('<' and '>') and Nul ('\0').,URI
1384,Connection,android.net,android.net.UrlQuerySanitizer,getAllButNulLegal(),23785,Return a value sanitizer that allows everything except Nul ('\0') characters.,URI
1385,Connection,android.net,android.net.UrlQuerySanitizer,getAllButWhitespaceLegal(),23785,"Return a value sanitizer that allows everything except Nul ('\0') characters, space (' '), and other whitespace characters.",URI
1386,Connection,android.net,android.net.UrlQuerySanitizer,getAllIllegal(),23785,"Return a value sanitizer that does not allow any special characters, and also does not allow script URLs.",URI
1387,Connection,android.net,android.net.UrlQuerySanitizer,getAllowUnregisteredParamaters(),23785,Get whether or not unregistered parameters are allowed.,URI
1388,Connection,android.net,android.net.UrlQuerySanitizer,getAmpAndSpaceLegal(),23785,Return a value sanitizer that does not allow any special characters except ampersand ('&') and space (' ').,URI
1389,Connection,android.net,android.net.UrlQuerySanitizer,getAmpLegal(),23785,Return a value sanitizer that does not allow any special characters except ampersand ('&').,URI
1390,Connection,android.net,android.net.UrlQuerySanitizer,getEffectiveValueSanitizer(String parameter),23785,Get the effective value sanitizer for a parameter.,URI
1391,Connection,android.net,android.net.UrlQuerySanitizer,getParameterList(),23785,"An array list of all of the parameter-value pairs in the sanitized query, in the order they appeared in the query.",URI
1392,Connection,android.net,android.net.UrlQuerySanitizer,getParameterSet(),23785,Get a set of all of the parameters found in the sanitized query.,URI
1393,Connection,android.net,android.net.UrlQuerySanitizer,getPreferFirstRepeatedParameter(),23785,Get whether or not the first occurrence of a repeated parameter is preferred.,URI
1394,Connection,android.net,android.net.UrlQuerySanitizer,getSpaceLegal(),23785,Return a value sanitizer that does not allow any special characters except space (' ').,URI
1395,Connection,android.net,android.net.UrlQuerySanitizer,getUnregisteredParameterValueSanitizer(),23785,Get the current value sanitizer used when processing unregistered parameter values.,URI
1396,Connection,android.net,android.net.UrlQuerySanitizer,getUrlAndSpaceLegal(),23785,"Return a value sanitizer that allows all the characters used by encoded URLs and allows spaces, which are not technically legal in encoded URLs, but commonly appear anyway.",URI
1397,Connection,android.net,android.net.UrlQuerySanitizer,getUrlLegal(),23785,Return a value sanitizer that allows all the characters used by encoded URLs.,URI
1398,Connection,android.net,android.net.UrlQuerySanitizer,getValue(String parameter),23785,Get the value for a parameter in the current sanitized query.,URI
1399,Connection,android.net,android.net.UrlQuerySanitizer,getValueSanitizer(String parameter),23785,Get the value sanitizer for a parameter.,URI
1400,Connection,android.net,android.net.UrlQuerySanitizer,hasParameter(String parameter),23785,Check if a parameter exists in the current sanitized query.,URI
1401,Connection,android.net,android.net.UrlQuerySanitizer,parseQuery(String query),23785,Parse a query.,URI
1402,Connection,android.net,android.net.UrlQuerySanitizer,parseUrl(String url),23785,Parse the query parameters out of an encoded URL.,URI
1403,Connection,android.net,android.net.UrlQuerySanitizer,"registerParameter(String parameter, UrlQuerySanitizer.ValueSanitizer valueSanitizer)",23785,Register a value sanitizer for a particular parameter.,URI
1404,Connection,android.net,android.net.UrlQuerySanitizer,"registerParameters(String[] parameters, UrlQuerySanitizer.ValueSanitizer valueSanitizer)",23785,Register a value sanitizer for an array of parameters.,URI
1405,Connection,android.net,android.net.UrlQuerySanitizer,setAllowUnregisteredParamaters(boolean allowUnregisteredParamaters),23785,Set whether or not unregistered parameters are allowed.,URI
1406,Connection,android.net,android.net.UrlQuerySanitizer,setPreferFirstRepeatedParameter(boolean preferFirstRepeatedParameter),23785,Set whether or not the first occurrence of a repeated parameter is preferred.,URI
1407,Connection,android.net,android.net.UrlQuerySanitizer,setUnregisteredParameterValueSanitizer(UrlQuerySanitizer.ValueSanitizer sanitizer),23785,Set the value sanitizer used when processing unregistered parameter values.,URI
1408,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,ALL_BUT_NUL_AND_ANGLE_BRACKETS_LEGAL,23785,,URI
1409,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,ALL_BUT_NUL_LEGAL,23785,,URI
1410,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,ALL_BUT_WHITESPACE_LEGAL,23785,,URI
1411,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,ALL_ILLEGAL,23785,,URI
1412,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,ALL_OK,23785,,URI
1413,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,ALL_WHITESPACE_OK,23785,,URI
1414,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,AMP_AND_SPACE_LEGAL,23785,,URI
1415,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,AMP_LEGAL,23785,,URI
1416,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,AMP_OK,23785,,URI
1417,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,DQUOTE_OK,23785,,URI
1418,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,GT_OK,23785,,URI
1419,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,LT_OK,23785,,URI
1420,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,NON_7_BIT_ASCII_OK,23785,,URI
1421,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,NUL_OK,23785,,URI
1422,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,OTHER_WHITESPACE_OK,23785,,URI
1423,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,PCT_OK,23785,,URI
1424,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,SCRIPT_URL_OK,23785,,URI
1425,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,SPACE_LEGAL,23785,,URI
1426,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,SPACE_OK,23785,,URI
1427,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,SQUOTE_OK,23785,,URI
1428,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,URL_AND_SPACE_LEGAL,23785,,URI
1429,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,URL_LEGAL,23785,,URI
1430,Connection,android.net,android.net.UrlQuerySanitizer.IllegalCharacterValueSanitizer,sanitize(String value),23785,Sanitize a value.,URI
1431,Connection,android.net,android.net.UrlQuerySanitizer.ParameterValuePair,mParameter,23785,The unencoded parameter,URI
1432,Connection,android.net,android.net.UrlQuerySanitizer.ParameterValuePair,mValue,23785,The unencoded value,URI
1433,Connection,android.net,android.net.VpnService,SERVICE_INTERFACE,23785,The action must be matched by the intent filter of this service.,VPN
1434,Connection,android.net,android.net.VpnService,SERVICE_META_DATA_SUPPORTS_ALWAYS_ON,23785,Key for boolean meta-data field indicating whether this VpnService supports always-on mode.,VPN
1435,Connection,android.net,android.net.VpnService,isAlwaysOn(),23785,Returns whether the service is running in always-on VPN mode.,VPN
1436,Connection,android.net,android.net.VpnService,isLockdownEnabled(),23785,Returns whether the service is running in always-on VPN lockdown mode.,VPN
1437,Connection,android.net,android.net.VpnService,onBind(Intent intent),23785,Return the communication interface to the service.,VPN
1438,Connection,android.net,android.net.VpnService,onRevoke(),23785,Invoked when the application is revoked.,VPN
1439,Connection,android.net,android.net.VpnService,prepare(Context context),23785,Prepare to establish a VPN connection.,VPN
1440,Connection,android.net,android.net.VpnService,protect(Socket socket),23785,Convenience method to protect a Socket from VPN connections.,VPN
1441,Connection,android.net,android.net.VpnService,protect(int socket),23785,Protect a socket from VPN connections.,VPN
1442,Connection,android.net,android.net.VpnService,protect(DatagramSocket socket),23785,Convenience method to protect a DatagramSocket from VPN connections.,VPN
1443,Connection,android.net,android.net.VpnService,setUnderlyingNetworks(Network[] networks),23785,Sets the underlying networks used by the VPN for its upstream connections.,VPN
1444,Connection,android.net,android.net.VpnService.Builder,"addAddress(InetAddress address, int prefixLength)",23785,Add a network address to the VPN interface.,VPN
1445,Connection,android.net,android.net.VpnService.Builder,"addAddress(String address, int prefixLength)",23785,Convenience method to add a network address to the VPN interface using a numeric address string.,VPN
1446,Connection,android.net,android.net.VpnService.Builder,addAllowedApplication(String packageName),23785,Adds an application that's allowed to access the VPN connection.,VPN
1447,Connection,android.net,android.net.VpnService.Builder,addDisallowedApplication(String packageName),23785,Adds an application that's denied access to the VPN connection.,VPN
1448,Connection,android.net,android.net.VpnService.Builder,addDnsServer(String address),23785,Convenience method to add a DNS server to the VPN connection using a numeric address string.,VPN
1449,Connection,android.net,android.net.VpnService.Builder,addDnsServer(InetAddress address),23785,Add a DNS server to the VPN connection.,VPN
1450,Connection,android.net,android.net.VpnService.Builder,"addRoute(InetAddress address, int prefixLength)",23785,Add a network route to the VPN interface.,VPN
1451,Connection,android.net,android.net.VpnService.Builder,"addRoute(String address, int prefixLength)",23785,Convenience method to add a network route to the VPN interface using a numeric address string.,VPN
1452,Connection,android.net,android.net.VpnService.Builder,addSearchDomain(String domain),23785,Add a search domain to the DNS resolver.,VPN
1453,Connection,android.net,android.net.VpnService.Builder,allowBypass(),23785,Allows all apps to bypass this VPN connection.,VPN
1454,Connection,android.net,android.net.VpnService.Builder,allowFamily(int family),23785,Allows traffic from the specified address family.,VPN
1455,Connection,android.net,android.net.VpnService.Builder,establish(),23785,Create a VPN interface using the parameters supplied to this builder.,VPN
1456,Connection,android.net,android.net.VpnService.Builder,setBlocking(boolean blocking),23785,Sets the VPN interface's file descriptor to be in blocking/non-blocking mode.,VPN
1457,Connection,android.net,android.net.VpnService.Builder,setConfigureIntent(PendingIntent intent),23785,Set the PendingIntent to an activity for users to configure the VPN connection.,VPN
1458,Connection,android.net,android.net.VpnService.Builder,setHttpProxy(ProxyInfo proxyInfo),23785,Sets an HTTP proxy for the VPN network.,VPN
1459,Connection,android.net,android.net.VpnService.Builder,setMetered(boolean isMetered),23785,Marks the VPN network as metered.,VPN
1460,Connection,android.net,android.net.VpnService.Builder,setMtu(int mtu),23785,Set the maximum transmission unit (MTU) of the VPN interface.,VPN
1461,Connection,android.net,android.net.VpnService.Builder,setSession(String session),23785,Set the name of this session.,VPN
1462,Connection,android.net.http,android.net.http.HttpResponseCache,close(),13790,Uninstalls the cache and releases any active resources.,HTTP
1463,Connection,android.net.http,android.net.http.HttpResponseCache,delete(),13790,Uninstalls the cache and deletes all of its stored contents.,HTTP
1464,Connection,android.net.http,android.net.http.HttpResponseCache,flush(),13790,Force buffered operations to the filesystem.,HTTP
1465,Connection,android.net.http,android.net.http.HttpResponseCache,"get(URI uri, String requestMethod, Map<String, List<String>> requestHeaders)",13790,"Retrieve the cached response based on the requesting uri, request method and request headers.",HTTP
1466,Connection,android.net.http,android.net.http.HttpResponseCache,getHitCount(),13790,Returns the number of HTTP requests whose response was provided by the cache.,HTTP
1467,Connection,android.net.http,android.net.http.HttpResponseCache,getInstalled(),13790,"Returns the currently-installed HttpResponseCache, or null if there is no cache installed or it is not a HttpResponseCache.",HTTP
1468,Connection,android.net.http,android.net.http.HttpResponseCache,getNetworkCount(),13790,Returns the number of HTTP requests that required the network to either supply a response or validate a locally cached response.,HTTP
1469,Connection,android.net.http,android.net.http.HttpResponseCache,getRequestCount(),13790,Returns the total number of HTTP requests that were made.,HTTP
1470,Connection,android.net.http,android.net.http.HttpResponseCache,"install(File directory, long maxSize)",13790,Creates a new HTTP response cache and sets it as the system default cache.,HTTP
1471,Connection,android.net.http,android.net.http.HttpResponseCache,maxSize(),13790,Returns the maximum number of bytes that this cache should use to store its data.,HTTP
1472,Connection,android.net.http,android.net.http.HttpResponseCache,"put(URI uri, URLConnection urlConnection)",13790,"The protocol handler calls this method after a resource has been retrieved, and the ResponseCache must decide whether or not to store the resource in its cache.",HTTP
1473,Connection,android.net.http,android.net.http.HttpResponseCache,size(),13790,Returns the number of bytes currently being used to store the values in this cache.,HTTP
1474,Connection,android.net.http,android.net.http.SslCertificate,getIssuedBy(),13790,,SSL
1475,Connection,android.net.http,android.net.http.SslCertificate,getIssuedTo(),13790,,SSL
1476,Connection,android.net.http,android.net.http.SslCertificate,getValidNotAfter(),13790,,SSL
1477,Connection,android.net.http,android.net.http.SslCertificate,getValidNotAfterDate(),13790,,SSL
1478,Connection,android.net.http,android.net.http.SslCertificate,getValidNotBefore(),13790,,SSL
1479,Connection,android.net.http,android.net.http.SslCertificate,getValidNotBeforeDate(),13790,,SSL
1480,Connection,android.net.http,android.net.http.SslCertificate,getX509Certificate(),13790,,SSL
1481,Connection,android.net.http,android.net.http.SslCertificate,restoreState(Bundle bundle),13790,,SSL
1482,Connection,android.net.http,android.net.http.SslCertificate,saveState(SslCertificate certificate),13790,,SSL
1483,Connection,android.net.http,android.net.http.SslCertificate.DName,getCName(),13790,,SSL
1484,Connection,android.net.http,android.net.http.SslCertificate.DName,getDName(),13790,,SSL
1485,Connection,android.net.http,android.net.http.SslCertificate.DName,getOName(),13790,,SSL
1486,Connection,android.net.http,android.net.http.SslCertificate.DName,getUName(),13790,,SSL
1487,Connection,android.net.http,android.net.http.SslError,SSL_DATE_INVALID,13790,The date of the certificate is invalid,SSL
1488,Connection,android.net.http,android.net.http.SslError,SSL_EXPIRED,13790,The certificate has expired,SSL
1489,Connection,android.net.http,android.net.http.SslError,SSL_IDMISMATCH,13790,Hostname mismatch,SSL
1490,Connection,android.net.http,android.net.http.SslError,SSL_INVALID,13790,A generic error occurred,SSL
1491,Connection,android.net.http,android.net.http.SslError,SSL_MAX_ERROR,13790,This constant was deprecated in API level 15. This constant is not necessary for using the SslError API and can change from release to release.,SSL
1492,Connection,android.net.http,android.net.http.SslError,SSL_NOTYETVALID,13790,The certificate is not yet valid,SSL
1493,Connection,android.net.http,android.net.http.SslError,SSL_UNTRUSTED,13790,The certificate authority is not trusted,SSL
1494,Connection,android.net.http,android.net.http.SslError,addError(int error),13790,Adds the supplied SSL error to the set.,SSL
1495,Connection,android.net.http,android.net.http.SslError,getCertificate(),13790,Gets the SSL certificate associated with this object.,SSL
1496,Connection,android.net.http,android.net.http.SslError,getPrimaryError(),13790,Gets the most severe SSL error in this object's set of errors.,SSL
1497,Connection,android.net.http,android.net.http.SslError,getUrl(),13790,Gets the URL associated with this object.,SSL
1498,Connection,android.net.http,android.net.http.SslError,hasError(int error),13790,Determines whether this object includes the supplied error.,SSL
1499,Connection,android.net.http,android.net.http.SslError,toString(),13790,Returns a string representation of this object.,SSL
1500,Connection,android.net.http,android.net.http.X509TrustManagerExtensions,"checkServerTrusted(X509Certificate[] chain, String authType, String host)",13790,Verifies the given certificate chain.,SSL
1501,Connection,android.net.http,android.net.http.X509TrustManagerExtensions,"isSameTrustConfiguration(String hostname1, String hostname2)",13790,Returns true if the TrustManager uses the same trust configuration for the provided hostnames.,SSL
1502,Connection,android.net.http,android.net.http.X509TrustManagerExtensions,isUserAddedCertificate(X509Certificate cert),13790,Checks whether a CA certificate is added by an user.,SSL
1503,Connection,android.net.nsd,android.net.nsd.NsdManager.DiscoveryListener,onDiscoveryStarted(String serviceType),6427,,NSD
1504,Connection,android.net.nsd,android.net.nsd.NsdManager.DiscoveryListener,onDiscoveryStopped(String serviceType),6427,,NSD
1505,Connection,android.net.nsd,android.net.nsd.NsdManager.DiscoveryListener,onServiceFound(NsdServiceInfo serviceInfo),6427,,NSD
1506,Connection,android.net.nsd,android.net.nsd.NsdManager.DiscoveryListener,onServiceLost(NsdServiceInfo serviceInfo),6427,,NSD
1507,Connection,android.net.nsd,android.net.nsd.NsdManager.DiscoveryListener,"onStartDiscoveryFailed(String serviceType, int errorCode)",6427,,NSD
1508,Connection,android.net.nsd,android.net.nsd.NsdManager.DiscoveryListener,"onStopDiscoveryFailed(String serviceType, int errorCode)",6427,,NSD
1509,Connection,android.net.nsd,android.net.nsd.NsdManager.RegistrationListener,"onRegistrationFailed(NsdServiceInfo serviceInfo, int errorCode)",6427,,NSD
1510,Connection,android.net.nsd,android.net.nsd.NsdManager.RegistrationListener,onServiceRegistered(NsdServiceInfo serviceInfo),6427,,NSD
1511,Connection,android.net.nsd,android.net.nsd.NsdManager.RegistrationListener,onServiceUnregistered(NsdServiceInfo serviceInfo),6427,,NSD
1512,Connection,android.net.nsd,android.net.nsd.NsdManager.RegistrationListener,"onUnregistrationFailed(NsdServiceInfo serviceInfo, int errorCode)",6427,,NSD
1513,Connection,android.net.nsd,android.net.nsd.NsdManager.ResolveListener,"onResolveFailed(NsdServiceInfo serviceInfo, int errorCode)",6427,,NSD
1514,Connection,android.net.nsd,android.net.nsd.NsdManager.ResolveListener,onServiceResolved(NsdServiceInfo serviceInfo),6427,,NSD
1515,Connection,android.net.nsd,android.net.nsd.NsdManager,ACTION_NSD_STATE_CHANGED,6427,Broadcast intent action to indicate whether network service discovery is enabled or disabled.,NSD
1516,Connection,android.net.nsd,android.net.nsd.NsdManager,EXTRA_NSD_STATE,6427,The lookup key for an int that indicates whether network service discovery is enabled or disabled.,NSD
1517,Connection,android.net.nsd,android.net.nsd.NsdManager,FAILURE_ALREADY_ACTIVE,6427,Indicates that the operation failed because it is already active.,NSD
1518,Connection,android.net.nsd,android.net.nsd.NsdManager,FAILURE_INTERNAL_ERROR,6427,"Failures are passed with RegistrationListener#onRegistrationFailed, RegistrationListener#onUnregistrationFailed, DiscoveryListener#onStartDiscoveryFailed, DiscoveryListener#onStopDiscoveryFailed or ResolveListener#onResolveFailed.",NSD
1519,Connection,android.net.nsd,android.net.nsd.NsdManager,FAILURE_MAX_LIMIT,6427,Indicates that the operation failed because the maximum outstanding requests from the applications have reached.,NSD
1520,Connection,android.net.nsd,android.net.nsd.NsdManager,NSD_STATE_DISABLED,6427,Network service discovery is disabled,NSD
1521,Connection,android.net.nsd,android.net.nsd.NsdManager,NSD_STATE_ENABLED,6427,Network service discovery is enabled,NSD
1522,Connection,android.net.nsd,android.net.nsd.NsdManager,PROTOCOL_DNS_SD,6427,Dns based service discovery protocol,NSD
1523,Connection,android.net.nsd,android.net.nsd.NsdManager,"discoverServices(String serviceType, int protocolType, NsdManager.DiscoveryListener listener)",6427,Initiate service discovery to browse for instances of a service type.,NSD
1524,Connection,android.net.nsd,android.net.nsd.NsdManager,"registerService(NsdServiceInfo serviceInfo, int protocolType, NsdManager.RegistrationListener listener)",6427,Register a service to be discovered by other services.,NSD
1525,Connection,android.net.nsd,android.net.nsd.NsdManager,"resolveService(NsdServiceInfo serviceInfo, NsdManager.ResolveListener listener)",6427,Resolve a discovered service.,NSD
1526,Connection,android.net.nsd,android.net.nsd.NsdManager,stopServiceDiscovery(NsdManager.DiscoveryListener listener),6427,"Stop service discovery initiated with discoverServices(String, int, NsdManager.DiscoveryListener).",NSD
1527,Connection,android.net.nsd,android.net.nsd.NsdManager,unregisterService(NsdManager.RegistrationListener listener),6427,"Unregister a service registered through registerService(NsdServiceInfo, int, NsdManager.RegistrationListener).",NSD
1528,Connection,android.net.nsd,android.net.nsd.NsdServiceInfo,getAttributes(),6427,Retrieve attributes as a map of String keys to byte[] values.,NSD
1529,Connection,android.net.nsd,android.net.nsd.NsdServiceInfo,getHost(),6427,Get the host address.,NSD
1530,Connection,android.net.nsd,android.net.nsd.NsdServiceInfo,getPort(),6427,Get port number.,NSD
1531,Connection,android.net.nsd,android.net.nsd.NsdServiceInfo,getServiceName(),6427,Get the service name,NSD
1532,Connection,android.net.nsd,android.net.nsd.NsdServiceInfo,getServiceType(),6427,Get the service type,NSD
1533,Connection,android.net.nsd,android.net.nsd.NsdServiceInfo,removeAttribute(String key),6427,Remove an attribute by key,NSD
1534,Connection,android.net.nsd,android.net.nsd.NsdServiceInfo,"setAttribute(String key, String value)",6427,Add a service attribute as a key/value pair.,NSD
1535,Connection,android.net.nsd,android.net.nsd.NsdServiceInfo,setHost(InetAddress s),6427,Set the host address,NSD
1536,Connection,android.net.nsd,android.net.nsd.NsdServiceInfo,setPort(int p),6427,Set port number,NSD
1537,Connection,android.net.nsd,android.net.nsd.NsdServiceInfo,setServiceName(String s),6427,Set the service name,NSD
1538,Connection,android.net.nsd,android.net.nsd.NsdServiceInfo,setServiceType(String s),6427,Set the service type,NSD
1539,Connection,android.net.rtp,android.net.rtp.AudioCodec,"getCodec(int type, String rtpmap, String fmtp)",2,Creates an AudioCodec according to the given configuration.,RTP
1540,Connection,android.net.rtp,android.net.rtp.AudioCodec,getCodecs(),2,Returns system supported audio codecs.,RTP
1541,Connection,android.net.rtp,android.net.rtp.AudioGroup,MODE_ECHO_SUPPRESSION,2,This mode is similar to MODE_NORMAL except the echo suppression is enabled.,RTP
1542,Connection,android.net.rtp,android.net.rtp.AudioGroup,MODE_MUTED,2,This mode is similar to MODE_NORMAL except the microphone is disabled.,RTP
1543,Connection,android.net.rtp,android.net.rtp.AudioGroup,MODE_NORMAL,2,"This mode indicates that the speaker, the microphone, and all AudioStreams in the group are enabled.",RTP
